opportunity_id,player_name,role,roe,roe_tier,frame,x,y,ball_land_x,ball_land_y,flight_time_s
2023112301_2309_54578,Percy Butler,SINGLE_HIGH,1.06,Average,4,65.76,27.02,78.68,3.25,2.5
2023112301_2309_54578,Percy Butler,SINGLE_HIGH,1.06,Average,5,66.32,26.91,78.68,3.25,2.5
2023112301_2309_54578,Percy Butler,SINGLE_HIGH,1.06,Average,6,66.88,26.78,78.68,3.25,2.5
2023112301_2309_54578,Percy Butler,SINGLE_HIGH,1.06,Average,7,67.45,26.62,78.68,3.25,2.5
2023112301_2309_54578,Percy Butler,SINGLE_HIGH,1.06,Average,8,68.02,26.45,78.68,3.25,2.5
2023112301_2309_54578,Percy Butler,SINGLE_HIGH,1.06,Average,9,68.59,26.26,78.68,3.25,2.5
2023112301_2309_54578,Percy Butler,SINGLE_HIGH,1.06,Average,10,69.21,26.0,78.68,3.25,2.5
2023112301_2309_54578,Percy Butler,SINGLE_HIGH,1.06,Average,11,69.82,25.72,78.68,3.25,2.5
2023112301_2309_54578,Percy Butler,SINGLE_HIGH,1.06,Average,12,70.43,25.41,78.68,3.25,2.5
2023112301_2309_54578,Percy Butler,SINGLE_HIGH,1.06,Average,13,71.04,25.07,78.68,3.25,2.5
2023112301_2309_54578,Percy Butler,SINGLE_HIGH,1.06,Average,14,71.66,24.71,78.68,3.25,2.5
2023112301_2309_54578,Percy Butler,SINGLE_HIGH,1.06,Average,15,72.28,24.31,78.68,3.25,2.5
2023112301_2309_54578,Percy Butler,SINGLE_HIGH,1.06,Average,16,72.91,23.88,78.68,3.25,2.5
2023112301_2309_54578,Percy Butler,SINGLE_HIGH,1.06,Average,17,73.55,23.43,78.68,3.25,2.5
2023112301_2309_54578,Percy Butler,SINGLE_HIGH,1.06,Average,18,74.19,22.94,78.68,3.25,2.5
2023112301_2309_54578,Percy Butler,SINGLE_HIGH,1.06,Average,19,74.84,22.45,78.68,3.25,2.5
2023112301_2309_54578,Percy Butler,SINGLE_HIGH,1.06,Average,20,75.49,21.93,78.68,3.25,2.5
2023112301_2309_54578,Percy Butler,SINGLE_HIGH,1.06,Average,21,76.13,21.41,78.68,3.25,2.5
2023112301_2309_54578,Percy Butler,SINGLE_HIGH,1.06,Average,22,76.77,20.89,78.68,3.25,2.5
2023112301_2309_54578,Percy Butler,SINGLE_HIGH,1.06,Average,23,77.4,20.36,78.68,3.25,2.5
2023112301_2309_54578,Percy Butler,SINGLE_HIGH,1.06,Average,24,78.04,19.84,78.68,3.25,2.5
2023112301_2309_54578,Percy Butler,SINGLE_HIGH,1.06,Average,25,78.67,19.31,78.68,3.25,2.5
2023102900_1675_54502,Jalen Pitre,SPLIT_DEEP,1.17,Average,1,105.88,31.2,99.27,28.7,0.8
2023102900_1675_54502,Jalen Pitre,SPLIT_DEEP,1.17,Average,2,105.75,30.98,99.27,28.7,0.8
2023102900_1675_54502,Jalen Pitre,SPLIT_DEEP,1.17,Average,3,105.55,30.73,99.27,28.7,0.8
2023102900_1675_54502,Jalen Pitre,SPLIT_DEEP,1.17,Average,4,105.3,30.45,99.27,28.7,0.8
2023102900_1675_54502,Jalen Pitre,SPLIT_DEEP,1.17,Average,5,104.99,30.15,99.27,28.7,0.8
2023102900_1675_54502,Jalen Pitre,SPLIT_DEEP,1.17,Average,6,104.63,29.86,99.27,28.7,0.8
2023102900_1675_54502,Jalen Pitre,SPLIT_DEEP,1.17,Average,7,104.22,29.58,99.27,28.7,0.8
2023102900_1675_54502,Jalen Pitre,SPLIT_DEEP,1.17,Average,8,103.78,29.31,99.27,28.7,0.8
2023102205_2707_52453,Antoine Winfield Jr.,SPLIT_DEEP,1.32,Average,1,109.19,13.38,101.91,5.0,1.1
2023102205_2707_52453,Antoine Winfield Jr.,SPLIT_DEEP,1.32,Average,2,109.35,12.86,101.91,5.0,1.1
2023102205_2707_52453,Antoine Winfield Jr.,SPLIT_DEEP,1.32,Average,3,109.51,12.31,101.91,5.0,1.1
2023102205_2707_52453,Antoine Winfield Jr.,SPLIT_DEEP,1.32,Average,4,109.66,11.72,101.91,5.0,1.1
2023102205_2707_52453,Antoine Winfield Jr.,SPLIT_DEEP,1.32,Average,5,109.79,11.1,101.91,5.0,1.1
2023102205_2707_52453,Antoine Winfield Jr.,SPLIT_DEEP,1.32,Average,6,109.88,10.46,101.91,5.0,1.1
2023102205_2707_52453,Antoine Winfield Jr.,SPLIT_DEEP,1.32,Average,7,109.94,9.79,101.91,5.0,1.1
2023102205_2707_52453,Antoine Winfield Jr.,SPLIT_DEEP,1.32,Average,8,109.97,9.11,101.91,5.0,1.1
2023102205_2707_52453,Antoine Winfield Jr.,SPLIT_DEEP,1.32,Average,9,109.96,8.42,101.91,5.0,1.1
2023102205_2707_52453,Antoine Winfield Jr.,SPLIT_DEEP,1.32,Average,10,109.89,7.7,101.91,5.0,1.1
2023102205_2707_52453,Antoine Winfield Jr.,SPLIT_DEEP,1.32,Average,11,109.79,6.98,101.91,5.0,1.1
2023101511_1943_54808,Reed Blankenship,SPLIT_DEEP,1.46,Average,1,102.9,37.78,104.39,38.76,1.1
2023101511_1943_54808,Reed Blankenship,SPLIT_DEEP,1.46,Average,2,103.12,37.87,104.39,38.76,1.1
2023101511_1943_54808,Reed Blankenship,SPLIT_DEEP,1.46,Average,3,103.34,37.9,104.39,38.76,1.1
2023101511_1943_54808,Reed Blankenship,SPLIT_DEEP,1.46,Average,4,103.57,37.88,104.39,38.76,1.1
2023101511_1943_54808,Reed Blankenship,SPLIT_DEEP,1.46,Average,5,103.82,37.79,104.39,38.76,1.1
2023101511_1943_54808,Reed Blankenship,SPLIT_DEEP,1.46,Average,6,104.07,37.66,104.39,38.76,1.1
2023101511_1943_54808,Reed Blankenship,SPLIT_DEEP,1.46,Average,7,104.32,37.48,104.39,38.76,1.1
2023101511_1943_54808,Reed Blankenship,SPLIT_DEEP,1.46,Average,8,104.58,37.25,104.39,38.76,1.1
2023101511_1943_54808,Reed Blankenship,SPLIT_DEEP,1.46,Average,9,104.84,37.01,104.39,38.76,1.1
2023101511_1943_54808,Reed Blankenship,SPLIT_DEEP,1.46,Average,10,105.09,36.74,104.39,38.76,1.1
2023101511_1943_54808,Reed Blankenship,SPLIT_DEEP,1.46,Average,11,105.32,36.47,104.39,38.76,1.1
2023110505_4222_54502,Jalen Pitre,SINGLE_HIGH,1.58,Average,1,109.94,16.24,112.14,22.54,1.2
2023110505_4222_54502,Jalen Pitre,SINGLE_HIGH,1.58,Average,2,110.14,16.27,112.14,22.54,1.2
2023110505_4222_54502,Jalen Pitre,SINGLE_HIGH,1.58,Average,3,110.33,16.33,112.14,22.54,1.2
2023110505_4222_54502,Jalen Pitre,SINGLE_HIGH,1.58,Average,4,110.52,16.42,112.14,22.54,1.2
2023110505_4222_54502,Jalen Pitre,SINGLE_HIGH,1.58,Average,5,110.7,16.56,112.14,22.54,1.2
2023110505_4222_54502,Jalen Pitre,SINGLE_HIGH,1.58,Average,6,110.88,16.73,112.14,22.54,1.2
2023110505_4222_54502,Jalen Pitre,SINGLE_HIGH,1.58,Average,7,111.05,16.92,112.14,22.54,1.2
2023110505_4222_54502,Jalen Pitre,SINGLE_HIGH,1.58,Average,8,111.22,17.14,112.14,22.54,1.2
2023110505_4222_54502,Jalen Pitre,SINGLE_HIGH,1.58,Average,9,111.4,17.39,112.14,22.54,1.2
2023110505_4222_54502,Jalen Pitre,SINGLE_HIGH,1.58,Average,10,111.6,17.65,112.14,22.54,1.2
2023110505_4222_54502,Jalen Pitre,SINGLE_HIGH,1.58,Average,11,111.8,17.93,112.14,22.54,1.2
2023110505_4222_54502,Jalen Pitre,SINGLE_HIGH,1.58,Average,12,112.01,18.21,112.14,22.54,1.2
2023111210_4436_42543,Quandre Diggs,SINGLE_HIGH,1.76,Average,1,96.46,20.78,88.52,30.21,1.2
2023111210_4436_42543,Quandre Diggs,SINGLE_HIGH,1.76,Average,2,96.4,21.14,88.52,30.21,1.2
2023111210_4436_42543,Quandre Diggs,SINGLE_HIGH,1.76,Average,3,96.31,21.49,88.52,30.21,1.2
2023111210_4436_42543,Quandre Diggs,SINGLE_HIGH,1.76,Average,4,96.21,21.85,88.52,30.21,1.2
2023111210_4436_42543,Quandre Diggs,SINGLE_HIGH,1.76,Average,5,96.1,22.21,88.52,30.21,1.2
2023111210_4436_42543,Quandre Diggs,SINGLE_HIGH,1.76,Average,6,95.98,22.59,88.52,30.21,1.2
2023111210_4436_42543,Quandre Diggs,SINGLE_HIGH,1.76,Average,7,95.88,22.98,88.52,30.21,1.2
2023111210_4436_42543,Quandre Diggs,SINGLE_HIGH,1.76,Average,8,95.78,23.37,88.52,30.21,1.2
2023111210_4436_42543,Quandre Diggs,SINGLE_HIGH,1.76,Average,9,95.72,23.76,88.52,30.21,1.2
2023111210_4436_42543,Quandre Diggs,SINGLE_HIGH,1.76,Average,10,95.68,24.17,88.52,30.21,1.2
2023111210_4436_42543,Quandre Diggs,SINGLE_HIGH,1.76,Average,11,95.65,24.59,88.52,30.21,1.2
2023111210_4436_42543,Quandre Diggs,SINGLE_HIGH,1.76,Average,12,95.64,25.01,88.52,30.21,1.2
2023091004_3849_53554,Camryn Bynum,SINGLE_HIGH,1.93,Average,1,64.82,27.32,60.52,18.62,1.0
2023091004_3849_53554,Camryn Bynum,SINGLE_HIGH,1.93,Average,2,64.91,27.15,60.52,18.62,1.0
2023091004_3849_53554,Camryn Bynum,SINGLE_HIGH,1.93,Average,3,64.98,26.95,60.52,18.62,1.0
2023091004_3849_53554,Camryn Bynum,SINGLE_HIGH,1.93,Average,4,65.02,26.69,60.52,18.62,1.0
2023091004_3849_53554,Camryn Bynum,SINGLE_HIGH,1.93,Average,5,65.02,26.39,60.52,18.62,1.0
2023091004_3849_53554,Camryn Bynum,SINGLE_HIGH,1.93,Average,6,64.99,26.04,60.52,18.62,1.0
2023091004_3849_53554,Camryn Bynum,SINGLE_HIGH,1.93,Average,7,64.91,25.64,60.52,18.62,1.0
2023091004_3849_53554,Camryn Bynum,SINGLE_HIGH,1.93,Average,8,64.8,25.2,60.52,18.62,1.0
2023091004_3849_53554,Camryn Bynum,SINGLE_HIGH,1.93,Average,9,64.66,24.73,60.52,18.62,1.0
2023091004_3849_53554,Camryn Bynum,SINGLE_HIGH,1.93,Average,10,64.5,24.24,60.52,18.62,1.0
2023100112_1183_38868,Tashaun Gipson,SPLIT_DEEP,2.04,Average,1,65.05,34.49,62.52,32.81,0.8
2023100112_1183_38868,Tashaun Gipson,SPLIT_DEEP,2.04,Average,2,64.85,34.26,62.52,32.81,0.8
2023100112_1183_38868,Tashaun Gipson,SPLIT_DEEP,2.04,Average,3,64.6,34.01,62.52,32.81,0.8
2023100112_1183_38868,Tashaun Gipson,SPLIT_DEEP,2.04,Average,4,64.3,33.76,62.52,32.81,0.8
2023100112_1183_38868,Tashaun Gipson,SPLIT_DEEP,2.04,Average,5,63.96,33.51,62.52,32.81,0.8
2023100112_1183_38868,Tashaun Gipson,SPLIT_DEEP,2.04,Average,6,63.6,33.26,62.52,32.81,0.8
2023100112_1183_38868,Tashaun Gipson,SPLIT_DEEP,2.04,Average,7,63.23,33.01,62.52,32.81,0.8
2023100112_1183_38868,Tashaun Gipson,SPLIT_DEEP,2.04,Average,8,62.84,32.78,62.52,32.81,0.8
2023111207_4110_46123,Jessie Bates,SINGLE_HIGH,2.25,Average,1,69.52,25.44,87.92,2.59,2.7
2023111207_4110_46123,Jessie Bates,SINGLE_HIGH,2.25,Average,2,69.8,25.37,87.92,2.59,2.7
2023111207_4110_46123,Jessie Bates,SINGLE_HIGH,2.25,Average,3,70.1,25.25,87.92,2.59,2.7
2023111207_4110_46123,Jessie Bates,SINGLE_HIGH,2.25,Average,4,70.41,25.08,87.92,2.59,2.7
2023111207_4110_46123,Jessie Bates,SINGLE_HIGH,2.25,Average,5,70.76,24.87,87.92,2.59,2.7
2023111207_4110_46123,Jessie Bates,SINGLE_HIGH,2.25,Average,6,71.12,24.62,87.92,2.59,2.7
2023111207_4110_46123,Jessie Bates,SINGLE_HIGH,2.25,Average,7,71.5,24.32,87.92,2.59,2.7
2023111207_4110_46123,Jessie Bates,SINGLE_HIGH,2.25,Average,8,71.9,24.0,87.92,2.59,2.7
2023111207_4110_46123,Jessie Bates,SINGLE_HIGH,2.25,Average,9,72.33,23.64,87.92,2.59,2.7
2023111207_4110_46123,Jessie Bates,SINGLE_HIGH,2.25,Average,10,72.76,23.25,87.92,2.59,2.7
2023111207_4110_46123,Jessie Bates,SINGLE_HIGH,2.25,Average,11,73.22,22.84,87.92,2.59,2.7
2023111207_4110_46123,Jessie Bates,SINGLE_HIGH,2.25,Average,12,73.71,22.41,87.92,2.59,2.7
2023111207_4110_46123,Jessie Bates,SINGLE_HIGH,2.25,Average,13,74.22,21.97,87.92,2.59,2.7
2023111207_4110_46123,Jessie Bates,SINGLE_HIGH,2.25,Average,14,74.75,21.51,87.92,2.59,2.7
2023111207_4110_46123,Jessie Bates,SINGLE_HIGH,2.25,Average,15,75.3,21.04,87.92,2.59,2.7
2023111207_4110_46123,Jessie Bates,SINGLE_HIGH,2.25,Average,16,75.87,20.57,87.92,2.59,2.7
2023111207_4110_46123,Jessie Bates,SINGLE_HIGH,2.25,Average,17,76.45,20.08,87.92,2.59,2.7
2023111207_4110_46123,Jessie Bates,SINGLE_HIGH,2.25,Average,18,77.04,19.59,87.92,2.59,2.7
2023111207_4110_46123,Jessie Bates,SINGLE_HIGH,2.25,Average,19,77.64,19.08,87.92,2.59,2.7
2023111207_4110_46123,Jessie Bates,SINGLE_HIGH,2.25,Average,20,78.25,18.56,87.92,2.59,2.7
2023111207_4110_46123,Jessie Bates,SINGLE_HIGH,2.25,Average,21,78.88,18.03,87.92,2.59,2.7
2023111207_4110_46123,Jessie Bates,SINGLE_HIGH,2.25,Average,22,79.49,17.5,87.92,2.59,2.7
2023111207_4110_46123,Jessie Bates,SINGLE_HIGH,2.25,Average,23,80.09,16.97,87.92,2.59,2.7
2023111207_4110_46123,Jessie Bates,SINGLE_HIGH,2.25,Average,24,80.7,16.43,87.92,2.59,2.7
2023111207_4110_46123,Jessie Bates,SINGLE_HIGH,2.25,Average,25,81.3,15.89,87.92,2.59,2.7
2023111207_4110_46123,Jessie Bates,SINGLE_HIGH,2.25,Average,26,81.89,15.34,87.92,2.59,2.7
2023111207_4110_46123,Jessie Bates,SINGLE_HIGH,2.25,Average,27,82.47,14.8,87.92,2.59,2.7
2023110500_80_46259,DeShon Elliott,SPLIT_DEEP,2.41,Average,1,63.5,37.74,59.0,42.6,0.8
2023110500_80_46259,DeShon Elliott,SPLIT_DEEP,2.41,Average,2,63.29,38.12,59.0,42.6,0.8
2023110500_80_46259,DeShon Elliott,SPLIT_DEEP,2.41,Average,3,63.08,38.56,59.0,42.6,0.8
2023110500_80_46259,DeShon Elliott,SPLIT_DEEP,2.41,Average,4,62.85,39.02,59.0,42.6,0.8
2023110500_80_46259,DeShon Elliott,SPLIT_DEEP,2.41,Average,5,62.6,39.53,59.0,42.6,0.8
2023110500_80_46259,DeShon Elliott,SPLIT_DEEP,2.41,Average,6,62.33,40.07,59.0,42.6,0.8
2023110500_80_46259,DeShon Elliott,SPLIT_DEEP,2.41,Average,7,62.04,40.63,59.0,42.6,0.8
2023110500_80_46259,DeShon Elliott,SPLIT_DEEP,2.41,Average,8,61.74,41.2,59.0,42.6,0.8
2023122402_3635_46123,Jessie Bates,SINGLE_HIGH,2.57,Average,1,41.46,27.07,50.95,46.51,2.2
2023122402_3635_46123,Jessie Bates,SINGLE_HIGH,2.57,Average,2,41.63,27.46,50.95,46.51,2.2
2023122402_3635_46123,Jessie Bates,SINGLE_HIGH,2.57,Average,3,41.82,27.89,50.95,46.51,2.2
2023122402_3635_46123,Jessie Bates,SINGLE_HIGH,2.57,Average,4,42.03,28.34,50.95,46.51,2.2
2023122402_3635_46123,Jessie Bates,SINGLE_HIGH,2.57,Average,5,42.26,28.83,50.95,46.51,2.2
2023122402_3635_46123,Jessie Bates,SINGLE_HIGH,2.57,Average,6,42.51,29.33,50.95,46.51,2.2
2023122402_3635_46123,Jessie Bates,SINGLE_HIGH,2.57,Average,7,42.79,29.86,50.95,46.51,2.2
2023122402_3635_46123,Jessie Bates,SINGLE_HIGH,2.57,Average,8,43.1,30.4,50.95,46.51,2.2
2023122402_3635_46123,Jessie Bates,SINGLE_HIGH,2.57,Average,9,43.44,30.95,50.95,46.51,2.2
2023122402_3635_46123,Jessie Bates,SINGLE_HIGH,2.57,Average,10,43.82,31.5,50.95,46.51,2.2
2023122402_3635_46123,Jessie Bates,SINGLE_HIGH,2.57,Average,11,44.23,32.07,50.95,46.51,2.2
2023122402_3635_46123,Jessie Bates,SINGLE_HIGH,2.57,Average,12,44.68,32.63,50.95,46.51,2.2
2023122402_3635_46123,Jessie Bates,SINGLE_HIGH,2.57,Average,13,45.16,33.19,50.95,46.51,2.2
2023122402_3635_46123,Jessie Bates,SINGLE_HIGH,2.57,Average,14,45.67,33.75,50.95,46.51,2.2
2023122402_3635_46123,Jessie Bates,SINGLE_HIGH,2.57,Average,15,46.19,34.31,50.95,46.51,2.2
2023122402_3635_46123,Jessie Bates,SINGLE_HIGH,2.57,Average,16,46.74,34.87,50.95,46.51,2.2
2023122402_3635_46123,Jessie Bates,SINGLE_HIGH,2.57,Average,17,47.3,35.41,50.95,46.51,2.2
2023122402_3635_46123,Jessie Bates,SINGLE_HIGH,2.57,Average,18,47.88,35.96,50.95,46.51,2.2
2023122402_3635_46123,Jessie Bates,SINGLE_HIGH,2.57,Average,19,48.47,36.5,50.95,46.51,2.2
2023122402_3635_46123,Jessie Bates,SINGLE_HIGH,2.57,Average,20,49.08,37.02,50.95,46.51,2.2
2023122402_3635_46123,Jessie Bates,SINGLE_HIGH,2.57,Average,21,49.69,37.54,50.95,46.51,2.2
2023122402_3635_46123,Jessie Bates,SINGLE_HIGH,2.57,Average,22,50.3,38.06,50.95,46.51,2.2
2023092408_668_54578,Percy Butler,SINGLE_HIGH,2.73,Average,1,56.11,24.79,57.03,26.13,1.3
2023092408_668_54578,Percy Butler,SINGLE_HIGH,2.73,Average,2,56.19,24.81,57.03,26.13,1.3
2023092408_668_54578,Percy Butler,SINGLE_HIGH,2.73,Average,3,56.26,24.84,57.03,26.13,1.3
2023092408_668_54578,Percy Butler,SINGLE_HIGH,2.73,Average,4,56.32,24.91,57.03,26.13,1.3
2023092408_668_54578,Percy Butler,SINGLE_HIGH,2.73,Average,5,56.37,24.99,57.03,26.13,1.3
2023092408_668_54578,Percy Butler,SINGLE_HIGH,2.73,Average,6,56.41,25.1,57.03,26.13,1.3
2023092408_668_54578,Percy Butler,SINGLE_HIGH,2.73,Average,7,56.44,25.23,57.03,26.13,1.3
2023092408_668_54578,Percy Butler,SINGLE_HIGH,2.73,Average,8,56.43,25.39,57.03,26.13,1.3
2023092408_668_54578,Percy Butler,SINGLE_HIGH,2.73,Average,9,56.4,25.56,57.03,26.13,1.3
2023092408_668_54578,Percy Butler,SINGLE_HIGH,2.73,Average,10,56.35,25.74,57.03,26.13,1.3
2023092408_668_54578,Percy Butler,SINGLE_HIGH,2.73,Average,11,56.29,25.92,57.03,26.13,1.3
2023092408_668_54578,Percy Butler,SINGLE_HIGH,2.73,Average,12,56.23,26.1,57.03,26.13,1.3
2023092408_668_54578,Percy Butler,SINGLE_HIGH,2.73,Average,13,56.12,26.28,57.03,26.13,1.3
2023123104_1769_54502,Jalen Pitre,SPLIT_DEEP,2.92,Average,1,54.17,16.08,58.82,25.0,1.8
2023123104_1769_54502,Jalen Pitre,SPLIT_DEEP,2.92,Average,2,54.59,16.22,58.82,25.0,1.8
2023123104_1769_54502,Jalen Pitre,SPLIT_DEEP,2.92,Average,3,55.03,16.42,58.82,25.0,1.8
2023123104_1769_54502,Jalen Pitre,SPLIT_DEEP,2.92,Average,4,55.49,16.67,58.82,25.0,1.8
2023123104_1769_54502,Jalen Pitre,SPLIT_DEEP,2.92,Average,5,55.97,16.97,58.82,25.0,1.8
2023123104_1769_54502,Jalen Pitre,SPLIT_DEEP,2.92,Average,6,56.46,17.32,58.82,25.0,1.8
2023123104_1769_54502,Jalen Pitre,SPLIT_DEEP,2.92,Average,7,56.95,17.72,58.82,25.0,1.8
2023123104_1769_54502,Jalen Pitre,SPLIT_DEEP,2.92,Average,8,57.45,18.15,58.82,25.0,1.8
2023123104_1769_54502,Jalen Pitre,SPLIT_DEEP,2.92,Average,9,57.94,18.62,58.82,25.0,1.8
2023123104_1769_54502,Jalen Pitre,SPLIT_DEEP,2.92,Average,10,58.41,19.11,58.82,25.0,1.8
2023123104_1769_54502,Jalen Pitre,SPLIT_DEEP,2.92,Average,11,58.87,19.64,58.82,25.0,1.8
2023123104_1769_54502,Jalen Pitre,SPLIT_DEEP,2.92,Average,12,59.31,20.19,58.82,25.0,1.8
2023123104_1769_54502,Jalen Pitre,SPLIT_DEEP,2.92,Average,13,59.71,20.75,58.82,25.0,1.8
2023123104_1769_54502,Jalen Pitre,SPLIT_DEEP,2.92,Average,14,60.09,21.35,58.82,25.0,1.8
2023123104_1769_54502,Jalen Pitre,SPLIT_DEEP,2.92,Average,15,60.43,21.96,58.82,25.0,1.8
2023123104_1769_54502,Jalen Pitre,SPLIT_DEEP,2.92,Average,16,60.74,22.59,58.82,25.0,1.8
2023123104_1769_54502,Jalen Pitre,SPLIT_DEEP,2.92,Average,17,61.03,23.21,58.82,25.0,1.8
2023123104_1769_54502,Jalen Pitre,SPLIT_DEEP,2.92,Average,18,61.29,23.84,58.82,25.0,1.8
2023102203_3099_40107,Micah Hyde,SINGLE_HIGH,3.15,High,1,102.36,13.95,101.82,22.12,1.1
2023102203_3099_40107,Micah Hyde,SINGLE_HIGH,3.15,High,2,102.68,14.37,101.82,22.12,1.1
2023102203_3099_40107,Micah Hyde,SINGLE_HIGH,3.15,High,3,102.99,14.84,101.82,22.12,1.1
2023102203_3099_40107,Micah Hyde,SINGLE_HIGH,3.15,High,4,103.28,15.36,101.82,22.12,1.1
2023102203_3099_40107,Micah Hyde,SINGLE_HIGH,3.15,High,5,103.55,15.92,101.82,22.12,1.1
2023102203_3099_40107,Micah Hyde,SINGLE_HIGH,3.15,High,6,103.8,16.53,101.82,22.12,1.1
2023102203_3099_40107,Micah Hyde,SINGLE_HIGH,3.15,High,7,104.06,17.17,101.82,22.12,1.1
2023102203_3099_40107,Micah Hyde,SINGLE_HIGH,3.15,High,8,104.3,17.84,101.82,22.12,1.1
2023102203_3099_40107,Micah Hyde,SINGLE_HIGH,3.15,High,9,104.53,18.53,101.82,22.12,1.1
2023102203_3099_40107,Micah Hyde,SINGLE_HIGH,3.15,High,10,104.73,19.24,101.82,22.12,1.1
2023102203_3099_40107,Micah Hyde,SINGLE_HIGH,3.15,High,11,104.93,19.97,101.82,22.12,1.1
2023110511_1739_40107,Micah Hyde,SINGLE_HIGH,3.33,High,1,83.51,17.99,91.64,4.95,2.3
2023110511_1739_40107,Micah Hyde,SINGLE_HIGH,3.33,High,2,83.91,17.7,91.64,4.95,2.3
2023110511_1739_40107,Micah Hyde,SINGLE_HIGH,3.33,High,3,84.31,17.36,91.64,4.95,2.3
2023110511_1739_40107,Micah Hyde,SINGLE_HIGH,3.33,High,4,84.71,16.97,91.64,4.95,2.3
2023110511_1739_40107,Micah Hyde,SINGLE_HIGH,3.33,High,5,85.1,16.54,91.64,4.95,2.3
2023110511_1739_40107,Micah Hyde,SINGLE_HIGH,3.33,High,6,85.48,16.07,91.64,4.95,2.3
2023110511_1739_40107,Micah Hyde,SINGLE_HIGH,3.33,High,7,85.87,15.55,91.64,4.95,2.3
2023110511_1739_40107,Micah Hyde,SINGLE_HIGH,3.33,High,8,86.25,15.0,91.64,4.95,2.3
2023110511_1739_40107,Micah Hyde,SINGLE_HIGH,3.33,High,9,86.62,14.41,91.64,4.95,2.3
2023110511_1739_40107,Micah Hyde,SINGLE_HIGH,3.33,High,10,86.99,13.79,91.64,4.95,2.3
2023110511_1739_40107,Micah Hyde,SINGLE_HIGH,3.33,High,11,87.36,13.15,91.64,4.95,2.3
2023110511_1739_40107,Micah Hyde,SINGLE_HIGH,3.33,High,12,87.73,12.49,91.64,4.95,2.3
2023110511_1739_40107,Micah Hyde,SINGLE_HIGH,3.33,High,13,88.11,11.81,91.64,4.95,2.3
2023110511_1739_40107,Micah Hyde,SINGLE_HIGH,3.33,High,14,88.5,11.11,91.64,4.95,2.3
2023110511_1739_40107,Micah Hyde,SINGLE_HIGH,3.33,High,15,88.9,10.38,91.64,4.95,2.3
2023110511_1739_40107,Micah Hyde,SINGLE_HIGH,3.33,High,16,89.32,9.65,91.64,4.95,2.3
2023110511_1739_40107,Micah Hyde,SINGLE_HIGH,3.33,High,17,89.75,8.92,91.64,4.95,2.3
2023110511_1739_40107,Micah Hyde,SINGLE_HIGH,3.33,High,18,90.2,8.2,91.64,4.95,2.3
2023110511_1739_40107,Micah Hyde,SINGLE_HIGH,3.33,High,19,90.66,7.5,91.64,4.95,2.3
2023110511_1739_40107,Micah Hyde,SINGLE_HIGH,3.33,High,20,91.17,6.85,91.64,4.95,2.3
2023110511_1739_40107,Micah Hyde,SINGLE_HIGH,3.33,High,21,91.71,6.23,91.64,4.95,2.3
2023110511_1739_40107,Micah Hyde,SINGLE_HIGH,3.33,High,22,92.28,5.67,91.64,4.95,2.3
2023110511_1739_40107,Micah Hyde,SINGLE_HIGH,3.33,High,23,92.88,5.19,91.64,4.95,2.3
2023102907_3809_46123,Jessie Bates,SINGLE_HIGH,3.53,High,1,101.61,20.58,115.38,43.6,3.1
2023102907_3809_46123,Jessie Bates,SINGLE_HIGH,3.53,High,2,101.9,21.03,115.38,43.6,3.1
2023102907_3809_46123,Jessie Bates,SINGLE_HIGH,3.53,High,3,102.19,21.53,115.38,43.6,3.1
2023102907_3809_46123,Jessie Bates,SINGLE_HIGH,3.53,High,4,102.48,22.07,115.38,43.6,3.1
2023102907_3809_46123,Jessie Bates,SINGLE_HIGH,3.53,High,5,102.75,22.65,115.38,43.6,3.1
2023102907_3809_46123,Jessie Bates,SINGLE_HIGH,3.53,High,6,103.03,23.27,115.38,43.6,3.1
2023102907_3809_46123,Jessie Bates,SINGLE_HIGH,3.53,High,7,103.3,23.9,115.38,43.6,3.1
2023102907_3809_46123,Jessie Bates,SINGLE_HIGH,3.53,High,8,103.57,24.56,115.38,43.6,3.1
2023102907_3809_46123,Jessie Bates,SINGLE_HIGH,3.53,High,9,103.85,25.24,115.38,43.6,3.1
2023102907_3809_46123,Jessie Bates,SINGLE_HIGH,3.53,High,10,104.13,25.93,115.38,43.6,3.1
2023102907_3809_46123,Jessie Bates,SINGLE_HIGH,3.53,High,11,104.42,26.65,115.38,43.6,3.1
2023102907_3809_46123,Jessie Bates,SINGLE_HIGH,3.53,High,12,104.72,27.39,115.38,43.6,3.1
2023102907_3809_46123,Jessie Bates,SINGLE_HIGH,3.53,High,13,105.03,28.14,115.38,43.6,3.1
2023102907_3809_46123,Jessie Bates,SINGLE_HIGH,3.53,High,14,105.35,28.91,115.38,43.6,3.1
2023102907_3809_46123,Jessie Bates,SINGLE_HIGH,3.53,High,15,105.69,29.68,115.38,43.6,3.1
2023102907_3809_46123,Jessie Bates,SINGLE_HIGH,3.53,High,16,106.06,30.45,115.38,43.6,3.1
2023102907_3809_46123,Jessie Bates,SINGLE_HIGH,3.53,High,17,106.44,31.22,115.38,43.6,3.1
2023102907_3809_46123,Jessie Bates,SINGLE_HIGH,3.53,High,18,106.84,32.01,115.38,43.6,3.1
2023102907_3809_46123,Jessie Bates,SINGLE_HIGH,3.53,High,19,107.27,32.79,115.38,43.6,3.1
