opportunity_id,game_id,play_id,nfl_id,player_name,player_position,role_proxy,n_deep_safeties,depth,lateral_from_mid,team_coverage_man_zone,team_coverage_type,num_frames_output,flight_time_s,ball_land_x,ball_land_y,absolute_yardline_number,play_direction,pass_result,pass_length,route_of_targeted_receiver,down,yards_to_go,offense_formation,receiver_alignment,expected_points_added,in_study,frozen_version
2023102909_470_42543,2023102909,470,42543,Quandre Diggs,FS,SINGLE_HIGH,1,13.93,2.6799999999999997,ZONE_COVERAGE,COVER_3_ZONE,22,2.2,58.0699996948242,0.660000026226044,77,left,C,20,HITCH,3,2,EMPTY,3x2,1.93225410091691,True,deep-v1
2023102909_667_47846,2023102909,667,47846,Juan Thornhill,FS,SINGLE_HIGH,1,10.870000000000005,3.66,MAN_COVERAGE,COVER_1_MAN,21,2.1,118.620002746582,1.11000001430511,98,right,I,12,OUT,2,12,SHOTGUN,2x2,-0.870537337730639,False,deep-v1
2023102909_831_42543,2023102909,831,42543,Quandre Diggs,FS,SPLIT_DEEP,2,11.77,0.4700000000000024,ZONE_COVERAGE,COVER_3_ZONE,10,1.0,24.8199996948242,26.4500007629395,28,left,C,3,SLANT,1,10,SHOTGUN,2x2,1.95660077675711,True,deep-v1
2023102909_958_47846,2023102909,958,47846,Juan Thornhill,FS,SINGLE_HIGH,1,15.760000000000003,0.0299999999999975,MAN_COVERAGE,COVER_1_MAN,25,2.5,90.6500015258789,46.3600006103516,55,right,C,38,GO,1,5,SINGLEBACK,2x2,2.41014360985719,False,deep-v1
2023102909_1087_42543,2023102909,1087,42543,Quandre Diggs,FS,SINGLE_HIGH,1,14.28,0.370000000000001,MAN_COVERAGE,COVER_1_MAN,23,2.3,59.2999992370605,51.2200012207031,85,left,I,26,HITCH,1,10,SINGLEBACK,3x1,-0.654567355755717,True,deep-v1
2023102909_1133_42543,2023102909,1133,42543,Quandre Diggs,FS,SPLIT_DEEP,2,12.989999999999997,4.770000000000003,ZONE_COVERAGE,COVER_6_ZONE,20,2.0,65.4700012207031,1.80999994277954,85,left,C,20,CORNER,3,10,SHOTGUN,3x1,2.82292751828209,True,deep-v1
2023102909_1133_47891,2023102909,1133,47891,Julian Love,SS,SPLIT_DEEP,2,16.980000000000004,3.8999999999999986,ZONE_COVERAGE,COVER_6_ZONE,20,2.0,65.4700012207031,1.80999994277954,85,left,C,20,CORNER,3,10,SHOTGUN,3x1,2.82292751828209,True,deep-v1
2023102909_1332_42543,2023102909,1332,42543,Quandre Diggs,FS,SPLIT_DEEP,2,11.450000000000005,6.579999999999998,ZONE_COVERAGE,COVER_6_ZONE,13,1.3,94.5599975585938,40.6399993896484,90,right,IN,4,CROSS,3,2,SHOTGUN,3x1,-5.07287591602653,True,deep-v1
2023102909_1410_38843,2023102909,1410,38843,Rodney McLeod,FS,SPLIT_DEEP,2,16.379999999999995,5.840000000000003,MAN_COVERAGE,COVER_1_MAN,23,2.3,65.0100021362305,52.6199989318848,90,left,I,27,GO,3,6,SHOTGUN,3x1,-1.39661539811641,False,deep-v1
2023102909_1689_42543,2023102909,1689,42543,Quandre Diggs,FS,SPLIT_DEEP,2,14.430000000000009,4.66,ZONE_COVERAGE,COVER_6_ZONE,12,1.2,98.5599975585938,13.4899997711182,84,right,C,16,HITCH,1,10,SHOTGUN,2x2,2.17152726952918,True,deep-v1
2023102909_2071_47846,2023102909,2071,47846,Juan Thornhill,FS,SPLIT_DEEP,2,12.299999999999995,9.78,ZONE_COVERAGE,COVER_3_ZONE,9,0.9,76.3600006103516,25.5400009155273,85,left,C,10,SLANT,1,10,SHOTGUN,3x1,0.487149278516881,False,deep-v1
2023102909_2071_52452,2023102909,2071,52452,Grant Delpit,SS,SPLIT_DEEP,2,13.760000000000003,6.189999999999998,ZONE_COVERAGE,COVER_3_ZONE,9,0.9,76.3600006103516,25.5400009155273,85,left,C,10,SLANT,1,10,SHOTGUN,3x1,0.487149278516881,False,deep-v1
2023102909_2565_42543,2023102909,2565,42543,Quandre Diggs,FS,SINGLE_HIGH,1,13.18,3.5600000000000023,ZONE_COVERAGE,COVER_6_ZONE,13,1.3,31.1200008392334,37.0800018310547,45,left,C,15,HITCH,2,15,SHOTGUN,3x1,2.18693339114543,True,deep-v1
2023102909_2637_42543,2023102909,2637,42543,Quandre Diggs,FS,SINGLE_HIGH,1,13.76,7.240000000000002,ZONE_COVERAGE,COVER_4_ZONE,10,1.0,18.1900005340576,39.6199989318848,25,left,C,8,SLANT,3,11,SHOTGUN,2x2,-0.50228077720385,True,deep-v1
2023102909_2743_47846,2023102909,2743,47846,Juan Thornhill,FS,SINGLE_HIGH,1,17.409999999999997,3.080000000000002,MAN_COVERAGE,COVER_1_MAN,21,2.1,54.4900016784668,49.7200012207031,39,right,I,15,WHEEL,2,6,SHOTGUN,2x2,-0.878134973347187,False,deep-v1
2023102909_3149_42543,2023102909,3149,42543,Quandre Diggs,FS,SINGLE_HIGH,1,12.849999999999994,1.16,ZONE_COVERAGE,COVER_3_ZONE,27,2.7,69.1500015258789,-0.560000002384186,98,left,I,28,HITCH,1,18,SHOTGUN,2x2,-0.620251400861889,True,deep-v1
2023102909_4101_47891,2023102909,4101,47891,Julian Love,SS,SPLIT_DEEP,2,18.15,2.990000000000002,ZONE_COVERAGE,COVER_6_ZONE,13,1.3,46.3699989318848,36.2299995422363,35,right,I,12,HITCH,1,10,SHOTGUN,3x1,-0.283750761067495,True,deep-v1
2023102909_4124_47891,2023102909,4124,47891,Julian Love,SS,SPLIT_DEEP,2,12.5,5.399999999999999,ZONE_COVERAGE,COVER_6_ZONE,11,1.1,49.3499984741211,36.8199996948242,35,right,I,13,HITCH,2,10,SHOTGUN,3x1,-0.298064054222777,True,deep-v1
2023102910_638_44848,2023102910,638,44848,Budda Baker,SS,SINGLE_HIGH,1,12.14,5.950000000000003,ZONE_COVERAGE,COVER_4_ZONE,21,2.1,87.1800003051758,45.9900016784668,59,right,C,29,CORNER,1,10,SHOTGUN,3x1,1.73788687563501,False,deep-v1
2023102910_1823_52627,2023102910,1823,52627,Geno Stone,FS,SINGLE_HIGH,1,15.119999999999996,0.4400000000000013,ZONE_COVERAGE,COVER_3_ZONE,13,1.3,52.9500007629395,37.3199996948242,41,right,IN,16,SLANT,2,3,SHOTGUN,2x2,-4.33006170205772,True,deep-v1
2023102910_2216_46807,2023102910,2216,46807,Andre Chachere,SS,SPLIT_DEEP,2,14.909999999999997,6.32,MAN_COVERAGE,COVER_1_MAN,20,2.0,65.7600021362305,1.99000000953674,38,right,I,29,CORNER,3,17,SHOTGUN,3x1,-0.990582779981196,False,deep-v1
2023102910_2321_54479,2023102910,2321,54479,Kyle Hamilton,SS,SINGLE_HIGH,1,17.15,4.32,ZONE_COVERAGE,COVER_2_ZONE,14,1.4,51.7299995422363,30.1800003051758,72,left,I,20,POST,1,10,SHOTGUN,2x2,-0.573580026626587,False,deep-v1
2023102910_2524_44848,2023102910,2524,44848,Budda Baker,SS,SINGLE_HIGH,1,12.209999999999994,3.599999999999998,ZONE_COVERAGE,COVER_2_ZONE,18,1.8,81.1100006103516,1.04999995231628,57,right,I,21,GO,3,8,SHOTGUN,3x1,-1.86803309991956,False,deep-v1
2023102910_3478_52627,2023102910,3478,52627,Geno Stone,FS,SPLIT_DEEP,2,12.819999999999991,6.160000000000004,ZONE_COVERAGE,COVER_6_ZONE,13,1.3,87.2300033569336,35.060001373291,69,right,C,20,IN,1,10,SHOTGUN,3x1,1.75499022693839,True,deep-v1
2023102910_3503_52627,2023102910,3503,52627,Geno Stone,FS,SPLIT_DEEP,2,10.5,6.609999999999999,ZONE_COVERAGE,COVER_4_ZONE,20,2.0,117.019996643066,55.0,98,right,I,12,GO,1,10,SHOTGUN,3x1,-0.408462318126112,True,deep-v1
2023102910_3549_52627,2023102910,3549,52627,Geno Stone,FS,SPLIT_DEEP,2,10.980000000000004,10.25,ZONE_COVERAGE,COVER_4_ZONE,10,1.0,106.730003356934,32.2400016784668,93,right,C,15,IN,3,15,SHOTGUN,2x2,3.90513077680953,True,deep-v1
2023102910_3925_52627,2023102910,3925,52627,Geno Stone,FS,SPLIT_DEEP,2,12.700000000000005,9.47,ZONE_COVERAGE,COVER_4_ZONE,9,0.9,43.689998626709,33.4099998474121,35,right,C,10,IN,1,10,EMPTY,3x2,0.406598795787431,True,deep-v1
2023102910_3950_52627,2023102910,3950,52627,Geno Stone,FS,SPLIT_DEEP,2,11.299999999999995,8.530000000000001,ZONE_COVERAGE,COVER_4_ZONE,14,1.4,64.129997253418,48.310001373291,49,right,C,16,CORNER,1,10,SHOTGUN,2x2,0.973332070047036,True,deep-v1
2023102910_4421_52627,2023102910,4421,52627,Geno Stone,FS,SPLIT_DEEP,2,12.420000000000002,13.329999999999998,MAN_COVERAGE,COVER_2_MAN,14,1.4,80.9499969482422,31.5,64,right,C,19,POST,3,6,SHOTGUN,2x2,1.65713647590019,True,deep-v1
2023102910_4421_54479,2023102910,4421,54479,Kyle Hamilton,SS,SPLIT_DEEP,2,12.049999999999995,7.309999999999999,MAN_COVERAGE,COVER_2_MAN,14,1.4,80.9499969482422,31.5,64,right,C,19,POST,3,6,SHOTGUN,2x2,1.65713647590019,False,deep-v1
2023102911_500_43387,2023102911,500,43387,Justin Simmons,FS,SINGLE_HIGH,1,17.010000000000005,4.079999999999998,ZONE_COVERAGE,COVER_2_ZONE,19,1.9,74.879997253418,2.33999991416931,51,right,C,27,CORNER,3,13,SHOTGUN,3x1,3.61849642544985,True,deep-v1
2023102911_1034_43387,2023102911,1034,43387,Justin Simmons,FS,SPLIT_DEEP,2,12.200000000000005,8.590000000000003,ZONE_COVERAGE,COVER_2_ZONE,11,1.1,53.3899993896484,33.5800018310547,67,left,C,14,HITCH,1,10,PISTOL,1x1,-5.37783046881668,True,deep-v1
2023102911_1082_46137,2023102911,1082,46137,Justin Reid,SS,SPLIT_DEEP,2,10.849999999999994,8.840000000000003,ZONE_COVERAGE,COVER_4_ZONE,21,2.1,95.3600006103516,24.4400005340576,60,right,C,37,POST,1,10,SHOTGUN,2x2,2.09602371684741,False,deep-v1
2023102911_1082_54527,2023102911,1082,54527,Bryan Cook,FS,SPLIT_DEEP,2,11.989999999999997,2.8699999999999974,ZONE_COVERAGE,COVER_4_ZONE,21,2.1,95.3600006103516,24.4400005340576,60,right,C,37,POST,1,10,SHOTGUN,2x2,2.09602371684741,False,deep-v1
2023102911_1144_54527,2023102911,1144,54527,Bryan Cook,FS,SINGLE_HIGH,1,10.739999999999997,2.549999999999997,MAN_COVERAGE,COVER_1_MAN,23,2.3,117.870002746582,48.9000015258789,99,right,C,11,CROSS,2,10,SHOTGUN,2x2,2.35724775888957,False,deep-v1
2023102911_1317_43387,2023102911,1317,43387,Justin Simmons,FS,SPLIT_DEEP,2,16.32,6.719999999999999,ZONE_COVERAGE,COVER_2_ZONE,11,1.1,60.3400001525879,30.8700008392334,75,left,IN,18,POST,1,10,SHOTGUN,3x1,-4.86816617101431,True,deep-v1
2023102911_1344_46137,2023102911,1344,46137,Justin Reid,SS,SPLIT_DEEP,2,10.840000000000003,7.340000000000003,ZONE_COVERAGE,COVER_3_ZONE,23,2.3,86.7200012207031,50.8199996948242,62,right,I,26,CORNER,1,10,SINGLEBACK,2x2,-0.464226580923423,False,deep-v1
2023102911_1344_47882,2023102911,1344,47882,Mike Edwards,FS,SPLIT_DEEP,2,12.319999999999991,3.1899999999999977,ZONE_COVERAGE,COVER_3_ZONE,23,2.3,86.7200012207031,50.8199996948242,62,right,I,26,CORNER,1,10,SINGLEBACK,2x2,-0.464226580923423,False,deep-v1
2023102911_1655_46137,2023102911,1655,46137,Justin Reid,SS,SPLIT_DEEP,2,11.009999999999998,10.550000000000004,ZONE_COVERAGE,COVER_3_ZONE,23,2.3,87.8300018310547,53.2000007629395,50,right,I,39,GO,1,10,SINGLEBACK,2x2,-0.487499479786493,False,deep-v1
2023102911_1655_47882,2023102911,1655,47882,Mike Edwards,FS,SPLIT_DEEP,2,12.89,1.4899999999999984,ZONE_COVERAGE,COVER_3_ZONE,23,2.3,87.8300018310547,53.2000007629395,50,right,I,39,GO,1,10,SINGLEBACK,2x2,-0.487499479786493,False,deep-v1
2023102911_2321_47882,2023102911,2321,47882,Mike Edwards,FS,SPLIT_DEEP,2,11.920000000000002,5.619999999999997,MAN_COVERAGE,COVER_1_MAN,16,1.6,61.7299995422363,3.1800000667572,80,left,C,23,GO,3,5,SHOTGUN,2x2,2.78359436197206,False,deep-v1
2023102911_2745_43387,2023102911,2745,43387,Justin Simmons,FS,SPLIT_DEEP,2,13.369999999999996,4.619999999999997,ZONE_COVERAGE,COVER_4_ZONE,11,1.1,62.2900009155273,26.7000007629395,48,right,I,15,POST,1,10,SHOTGUN,2x2,-0.564400885021314,True,deep-v1
2023102911_2745_48447,2023102911,2745,48447,P.J. Locke,SS,SPLIT_DEEP,2,10.329999999999998,8.780000000000001,ZONE_COVERAGE,COVER_4_ZONE,11,1.1,62.2900009155273,26.7000007629395,48,right,I,15,POST,1,10,SHOTGUN,2x2,-0.564400885021314,False,deep-v1
2023102911_2881_43387,2023102911,2881,43387,Justin Simmons,FS,SINGLE_HIGH,1,15.420000000000002,3.9499999999999993,MAN_COVERAGE,COVER_1_MAN,25,2.5,98.379997253418,52.4300003051758,68,right,I,32,CORNER,3,5,SHOTGUN,3x1,-2.17161359754391,True,deep-v1
2023102911_3613_48447,2023102911,3613,48447,P.J. Locke,SS,SINGLE_HIGH,1,11.509999999999998,0.8800000000000026,ZONE_COVERAGE,COVER_3_ZONE,15,1.5,44.7299995422363,51.310001373291,61,left,C,17,HITCH,3,3,SHOTGUN,2x2,2.17717735923361,False,deep-v1
2023102911_3714_43387,2023102911,3714,43387,Justin Simmons,FS,SINGLE_HIGH,1,13.59,2.75,ZONE_COVERAGE,COVER_3_ZONE,21,2.1,6.34999990463257,10.0699996948242,36,left,I,26,CROSS,4,2,SHOTGUN,3x1,-3.99376278312411,True,deep-v1
2023102911_3916_43387,2023102911,3916,43387,Justin Simmons,FS,SPLIT_DEEP,2,24.94,7.93,ZONE_COVERAGE,COVER_4_ZONE,29,2.9,56.7400016784668,47.5499992370605,96,left,IN,39,GO,4,27,SHOTGUN,3x1,-3.05609822960105,True,deep-v1
2023102911_3916_48447,2023102911,3916,48447,P.J. Locke,SS,SPLIT_DEEP,2,18.61,8.2,ZONE_COVERAGE,COVER_4_ZONE,29,2.9,56.7400016784668,47.5499992370605,96,left,IN,39,GO,4,27,SHOTGUN,3x1,-3.05609822960105,False,deep-v1
2023102912_243_38868,2023102912,243,38868,Tashaun Gipson,FS,SPLIT_DEEP,2,11.599999999999994,3.7900000000000023,ZONE_COVERAGE,COVER_6_ZONE,9,0.9,74.2699966430664,36.3899993896484,79,left,I,5,IN,2,10,SHOTGUN,2x2,-0.929629464168102,True,deep-v1
2023102912_365_38868,2023102912,365,38868,Tashaun Gipson,FS,SINGLE_HIGH,1,13.57,2.8099999999999987,ZONE_COVERAGE,COVER_3_ZONE,10,1.0,43.2400016784668,27.4300003051758,56,left,C,14,IN,1,10,SINGLEBACK,3x1,0.961149323964491,True,deep-v1
2023102912_823_38868,2023102912,823,38868,Tashaun Gipson,FS,SINGLE_HIGH,1,14.56,3.6499999999999986,ZONE_COVERAGE,COVER_3_ZONE,13,1.3,31.1499996185303,26.3600006103516,45,left,C,14,IN,1,10,SHOTGUN,2x2,1.23107652668841,True,deep-v1
2023102912_1675_38868,2023102912,1675,38868,Tashaun Gipson,FS,SPLIT_DEEP,2,11.909999999999997,7.129999999999999,ZONE_COVERAGE,COVER_4_ZONE,15,1.5,75.0899963378906,4.07000017166138,65,right,C,8,OUT,1,10,SHOTGUN,2x1,0.546582000679336,True,deep-v1
2023102912_1727_38868,2023102912,1727,38868,Tashaun Gipson,FS,SPLIT_DEEP,2,11.670000000000002,7.530000000000001,ZONE_COVERAGE,COVER_4_ZONE,10,1.0,91.5199966430664,31.2700004577637,80,right,C,11,IN,1,10,SHOTGUN,2x2,0.687678728660103,True,deep-v1
2023102912_1894_48026,2023102912,1894,48026,Nick Scott,FS,SINGLE_HIGH,1,15.03,5.57,ZONE_COVERAGE,COVER_3_ZONE,17,1.7,50.6199989318848,15.6000003814697,71,left,I,22,CROSS,1,10,EMPTY,3x2,-0.193282868654933,False,deep-v1
2023102912_2341_48026,2023102912,2341,48026,Nick Scott,FS,SINGLE_HIGH,1,15.269999999999996,0.5899999999999999,MAN_COVERAGE,COVER_1_MAN,9,0.9,71.4800033569336,26.1200008392334,62,right,I,9,IN,3,7,SHOTGUN,2x2,-2.00506345252506,False,deep-v1
2023102912_2741_38868,2023102912,2741,38868,Tashaun Gipson,FS,SINGLE_HIGH,1,13.829999999999998,1.370000000000001,ZONE_COVERAGE,COVER_3_ZONE,14,1.4,67.6999969482422,19.2999992370605,91,left,C,26,POST,1,10,SHOTGUN,3x1,2.18410203489475,True,deep-v1
2023102912_2954_48026,2023102912,2954,48026,Nick Scott,FS,SINGLE_HIGH,1,10.879999999999995,5.509999999999998,ZONE_COVERAGE,COVER_4_ZONE,11,1.1,78.629997253418,29.7299995422363,90,left,IN,13,IN,1,10,EMPTY,3x2,-5.98380828858353,False,deep-v1
2023102912_2988_38868,2023102912,2988,38868,Tashaun Gipson,FS,SINGLE_HIGH,1,12.090000000000003,0.4200000000000017,MAN_COVERAGE,COVER_1_MAN,20,2.0,113.080001831055,5.0,93,right,C,17,GO,1,10,SHOTGUN,2x2,2.04771260474809,True,deep-v1
2023102912_3650_48026,2023102912,3650,48026,Nick Scott,FS,SINGLE_HIGH,1,12.880000000000004,7.600000000000001,ZONE_COVERAGE,COVER_3_ZONE,8,0.8,64.6800003051758,22.7700004577637,71,left,C,6,CROSS,1,10,SHOTGUN,2x2,0.309417443815619,False,deep-v1
2023102912_3675_48026,2023102912,3675,48026,Nick Scott,FS,SINGLE_HIGH,1,14.04,4.520000000000003,ZONE_COVERAGE,COVER_3_ZONE,9,0.9,51.3199996948242,24.3600006103516,63,left,C,11,POST,2,2,SHOTGUN,3x1,1.02989336970495,False,deep-v1
2023102913_62_52594,2023102913,62,52594,Alohi Gilman,FS,SPLIT_DEEP,2,10.349999999999994,8.350000000000001,ZONE_COVERAGE,COVER_6_ZONE,28,2.8,50.2900009155273,48.9000015258789,89,left,C,41,GO,1,10,SHOTGUN,2x2,2.79162804153748,True,deep-v1
2023102913_247_54719,2023102913,247,54719,Elijah Hicks,FS,SPLIT_DEEP,2,13.04,6.169999999999998,MAN_COVERAGE,COVER_1_MAN,7,0.7,28.4500007629395,26.6700000762939,23,right,C,6,SLANT,3,5,EMPTY,3x2,1.79808485414833,False,deep-v1
2023102913_588_52594,2023102913,588,52594,Alohi Gilman,FS,SPLIT_DEEP,2,11.590000000000003,5.509999999999998,ZONE_COVERAGE,COVER_6_ZONE,13,1.3,78.6399993896484,3.25,91,left,C,13,OUT,3,16,SHOTGUN,3x1,0.289173800032586,True,deep-v1
2023102913_1544_46086,2023102913,1544,46086,Derwin James,SS,SPLIT_DEEP,2,12.310000000000002,9.86,ZONE_COVERAGE,COVER_4_ZONE,31,3.1,112.040000915527,45.4099998474121,70,right,I,40,GO,2,8,SHOTGUN,2x2,-0.784310455434024,True,deep-v1
2023102913_1544_52594,2023102913,1544,52594,Alohi Gilman,FS,SPLIT_DEEP,2,10.989999999999997,2.539999999999999,ZONE_COVERAGE,COVER_4_ZONE,31,3.1,112.040000915527,45.4099998474121,70,right,I,40,GO,2,8,SHOTGUN,2x2,-0.784310455434024,True,deep-v1
2023102913_1581_52594,2023102913,1581,52594,Alohi Gilman,FS,SPLIT_DEEP,2,10.879999999999995,4.939999999999998,ZONE_COVERAGE,COVER_6_ZONE,12,1.2,76.0599975585938,10.6999998092651,70,right,C,8,OUT,3,8,SHOTGUN,3x1,1.62262937845662,True,deep-v1
2023102913_1642_46086,2023102913,1642,46086,Derwin James,SS,SPLIT_DEEP,2,10.670000000000002,7.759999999999998,ZONE_COVERAGE,COVER_3_ZONE,8,0.8,78.9000015258789,17.0599994659424,75,right,C,5,HITCH,1,15,PISTOL,2x2,0.276974130421877,True,deep-v1
2023102913_1862_40039,2023102913,1862,40039,Duron Harmon,SS,SPLIT_DEEP,2,14.239999999999997,10.920000000000002,ZONE_COVERAGE,COVER_3_ZONE,12,1.2,75.7600021362305,47.8300018310547,85,left,C,11,HITCH,2,10,SHOTGUN,3x1,0.912463814252988,False,deep-v1
2023102913_2037_40039,2023102913,2037,40039,Duron Harmon,SS,SPLIT_DEEP,2,11.13,7.5,MAN_COVERAGE,COVER_1_MAN,7,0.7,25.8400001525879,30.0599994659424,27,left,C,2,CROSS,3,3,SHOTGUN,3x1,0.107809089415241,False,deep-v1
2023102913_2655_52594,2023102913,2655,52594,Alohi Gilman,FS,SINGLE_HIGH,1,16.879999999999995,3.759999999999998,ZONE_COVERAGE,COVER_4_ZONE,12,1.2,72.5400009155273,26.25,83,left,I,13,POST,3,8,SHOTGUN,3x1,-1.49566097650677,True,deep-v1
2023102913_2733_54719,2023102913,2733,54719,Elijah Hicks,FS,SPLIT_DEEP,2,14.479999999999997,5.590000000000003,ZONE_COVERAGE,COVER_4_ZONE,26,2.6,82.7399978637695,48.439998626709,41,right,I,44,GO,2,11,SHOTGUN,2x2,-1.01338054938242,False,deep-v1
2023102913_2756_54719,2023102913,2756,54719,Elijah Hicks,FS,SINGLE_HIGH,1,13.939999999999998,6.669999999999998,ZONE_COVERAGE,COVER_3_ZONE,14,1.4,54.9300003051758,13.5200004577637,41,right,I,16,HITCH,3,11,EMPTY,3x2,-1.24935432337224,False,deep-v1
2023102913_3093_52594,2023102913,3093,52594,Alohi Gilman,FS,SPLIT_DEEP,2,14.450000000000005,6.100000000000001,ZONE_COVERAGE,COVER_4_ZONE,15,1.5,45.1399993896484,48.560001373291,55,left,C,11,OUT,1,10,SHOTGUN,3x1,0.697981877019629,True,deep-v1
2023102913_3421_54719,2023102913,3421,54719,Elijah Hicks,FS,SPLIT_DEEP,2,11.519999999999996,5.150000000000002,ZONE_COVERAGE,COVER_2_ZONE,19,1.9,58.1500015258789,50.2999992370605,80,left,C,24,CORNER,3,7,SHOTGUN,3x1,2.7976882122457,False,deep-v1
2023102913_3553_46086,2023102913,3553,46086,Derwin James,SS,SPLIT_DEEP,2,10.71,8.299999999999997,ZONE_COVERAGE,COVER_3_ZONE,27,2.7,83.2099990844727,8.39999961853027,45,right,I,39,GO,1,10,SHOTGUN,3x1,-0.555268832715228,True,deep-v1
2023102913_3553_52594,2023102913,3553,52594,Alohi Gilman,FS,SPLIT_DEEP,2,16.490000000000002,6.910000000000004,ZONE_COVERAGE,COVER_3_ZONE,27,2.7,83.2099990844727,8.39999961853027,45,right,I,39,GO,1,10,SHOTGUN,3x1,-0.555268832715228,True,deep-v1
2023102913_3743_52594,2023102913,3743,52594,Alohi Gilman,FS,SINGLE_HIGH,1,15.599999999999994,4.920000000000002,ZONE_COVERAGE,COVER_3_ZONE,10,1.0,90.0100021362305,26.3400001525879,79,right,IN,12,IN,4,3,SHOTGUN,3x1,-3.49426087201573,True,deep-v1
2023102913_3849_54719,2023102913,3849,54719,Elijah Hicks,FS,SINGLE_HIGH,1,14.53,0.9299999999999996,MAN_COVERAGE,COVER_1_MAN,15,1.5,63.2799987792969,46.4799995422363,80,left,C,18,GO,3,5,SHOTGUN,3x1,2.09960862086155,False,deep-v1
2023102913_4019_42901,2023102913,4019,42901,Dean Marlowe,SS,SPLIT_DEEP,2,13.28,10.5,ZONE_COVERAGE,COVER_2_ZONE,12,1.2,94.7799987792969,21.5200004577637,80,right,C,17,POST,1,10,SHOTGUN,2x2,1.03725497541018,False,deep-v1
2023103000_238_53472,2023103000,238,53472,Tre'von Moehrig,SS,SINGLE_HIGH,1,11.11,5.759999999999998,MAN_COVERAGE,COVER_0_MAN,8,0.8,56.1100006103516,19.8199996948242,61,left,C,5,HITCH,3,4,EMPTY,3x2,1.42872820002958,True,deep-v1
2023103000_358_53472,2023103000,358,53472,Tre'von Moehrig,SS,SPLIT_DEEP,2,12.29,3.669999999999998,MAN_COVERAGE,COVER_1_MAN,18,1.8,12.2200002670288,45.0299987792969,36,left,I,24,CORNER,3,8,SHOTGUN,2x2,-1.17534366738982,True,deep-v1
2023103000_627_54562,2023103000,627,54562,Kerby Joseph,FS,SPLIT_DEEP,2,10.920000000000002,6.039999999999999,ZONE_COVERAGE,COVER_4_ZONE,21,2.1,109.959999084473,7.5,84,right,IN,26,GO,1,10,SHOTGUN,2x2,-5.02543733594939,True,deep-v1
2023103000_829_46151,2023103000,829,46151,Tracy Walker III,FS,SPLIT_DEEP,2,11.590000000000003,6.939999999999998,ZONE_COVERAGE,COVER_3_ZONE,19,1.9,85.2799987792969,6.98999977111816,59,right,I,27,HITCH,4,2,SHOTGUN,2x2,-3.22609034902416,False,deep-v1
2023103000_1287_47974,2023103000,1287,47974,Marcus Epps,SS,SINGLE_HIGH,1,13.450000000000005,3.5400000000000027,ZONE_COVERAGE,COVER_3_ZONE,13,1.3,49.5499992370605,35.8600006103516,32,right,C,18,CROSS,1,10,SINGLEBACK,3x1,2.56779618305154,True,deep-v1
2023103000_1357_53472,2023103000,1357,53472,Tre'von Moehrig,SS,SPLIT_DEEP,2,10.950000000000005,7.289999999999999,ZONE_COVERAGE,COVER_6_ZONE,12,1.2,85.0999984741211,10.3400001525879,70,right,C,16,IN,2,16,SHOTGUN,3x1,2.564397636801,True,deep-v1
2023103000_1398_47974,2023103000,1398,47974,Marcus Epps,SS,SPLIT_DEEP,2,12.959999999999994,7.789999999999999,ZONE_COVERAGE,COVER_2_ZONE,9,0.9,101.540000915527,36.8600006103516,94,right,C,8,SLANT,1,10,SHOTGUN,2x2,0.684939012746327,True,deep-v1
2023103000_1829_47974,2023103000,1829,47974,Marcus Epps,SS,SPLIT_DEEP,2,13.770000000000003,9.079999999999998,ZONE_COVERAGE,COVER_6_ZONE,11,1.1,48.3499984741211,20.8999996185303,31,right,C,18,POST,2,10,EMPTY,3x2,1.41471656109206,True,deep-v1
2023103000_1829_53472,2023103000,1829,53472,Tre'von Moehrig,SS,SPLIT_DEEP,2,12.340000000000003,8.39,ZONE_COVERAGE,COVER_6_ZONE,11,1.1,48.3499984741211,20.8999996185303,31,right,C,18,POST,2,10,EMPTY,3x2,1.41471656109206,True,deep-v1
2023103000_2249_46151,2023103000,2249,46151,Tracy Walker III,FS,SPLIT_DEEP,2,12.04,6.369999999999997,ZONE_COVERAGE,COVER_4_ZONE,13,1.3,51.2900009155273,20.1299991607666,73,left,I,21,IN,2,9,SINGLEBACK,2x2,-1.05112050543539,False,deep-v1
2023103000_2249_54562,2023103000,2249,54562,Kerby Joseph,FS,SPLIT_DEEP,2,10.950000000000005,7.509999999999998,ZONE_COVERAGE,COVER_4_ZONE,13,1.3,51.2900009155273,20.1299991607666,73,left,I,21,IN,2,9,SINGLEBACK,2x2,-1.05112050543539,True,deep-v1
2023103000_2551_47974,2023103000,2551,47974,Marcus Epps,SS,SPLIT_DEEP,2,15.260000000000003,4.039999999999999,MAN_COVERAGE,COVER_1_MAN,10,1.0,62.4300003051758,30.1399993896484,53,right,C,11,POST,3,5,SHOTGUN,3x1,1.97249036421999,True,deep-v1
2023103000_3036_54562,2023103000,3036,54562,Kerby Joseph,FS,SINGLE_HIGH,1,15.510000000000003,0.4399999999999977,ZONE_COVERAGE,COVER_3_ZONE,13,1.3,68.0299987792969,15.5799999237061,85,left,C,17,CROSS,1,10,SINGLEBACK,3x1,1.16344455513172,True,deep-v1
